"","year","state","state_po","county_name","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode","party_participation"
"8043",2004,"ARKANSAS","AR","POPE",5115,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",13614,20902,20191203,"TOTAL",65.1325232035212
"8044",2008,"ARKANSAS","AR","POPE",5115,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",15568,22079,20191203,"TOTAL",70.5104397844105
"8045",2012,"ARKANSAS","AR","POPE",5115,"PRESIDENT","MITT ROMNEY","REPUBLICAN",14763,20439,20191203,"TOTAL",72.2295611331278
"8046",2016,"ILLINOIS","IL","POPE",17151,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1678,2142,20191203,"TOTAL",78.3380018674136
"8047",2020,"ILLINOIS","IL","POPE",17151,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1722,2175,20210622,"TOTAL",79.1724137931034
"8048",2000,"VIRGINIA","VA","POQUOSON",51735,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4271,5861,20191203,"TOTAL",72.8715236307797
"8049",2004,"VIRGINIA","VA","POQUOSON",51735,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5004,6480,20191203,"TOTAL",77.2222222222222
"8050",2008,"VIRGINIA","VA","POQUOSON",51735,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",5229,7065,20191203,"TOTAL",74.0127388535032
"8051",2012,"VIRGINIA","VA","POQUOSON",51735,"PRESIDENT","MITT ROMNEY","REPUBLICAN",5312,7106,20191203,"TOTAL",74.7537292428933
"8052",2016,"VIRGINIA","VA","POQUOSON",51735,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5092,7177,20191203,"TOTAL",70.948864428034
"8053",2020,"VIRGINIA","VA","POQUOSON CITY",51735,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",3285,7857,20210622,"ABSENTEE",41.8098510882016
"8054",2000,"WISCONSIN","WI","PORTAGE",55097,"PRESIDENT","AL GORE","DEMOCRAT",17942,33760,20191203,"TOTAL",53.1457345971564
"8055",2004,"WISCONSIN","WI","PORTAGE",55097,"PRESIDENT","JOHN KERRY","DEMOCRAT",21861,38961,20191203,"TOTAL",56.1099561099561
"8056",2008,"WISCONSIN","WI","PORTAGE",55097,"PRESIDENT","BARACK OBAMA","DEMOCRAT",24817,39422,20191203,"TOTAL",62.9521586931155
"8057",2012,"WISCONSIN","WI","PORTAGE",55097,"PRESIDENT","BARACK OBAMA","DEMOCRAT",22075,39337,20191203,"TOTAL",56.1176500495717
"8058",2016,"OHIO","OH","PORTAGE",39133,"PRESIDENT","DONALD TRUMP","REPUBLICAN",39971,76139,20191203,"TOTAL",52.4974060599693
"8059",2020,"OHIO","OH","PORTAGE",39133,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",45990,82872,20210622,"TOTAL",55.4952215464813
"8060",2000,"INDIANA","IN","PORTER",18127,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",31157,59378,20191203,"TOTAL",52.4722961366163
"8061",2004,"INDIANA","IN","PORTER",18127,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",34794,64873,20191203,"TOTAL",53.6340233995653
"8062",2008,"INDIANA","IN","PORTER",18127,"PRESIDENT","BARACK OBAMA","DEMOCRAT",39178,73916,20191203,"TOTAL",53.0034092753937
"8063",2012,"INDIANA","IN","PORTER",18127,"PRESIDENT","BARACK OBAMA","DEMOCRAT",37252,73039,20191203,"TOTAL",51.0028888675913
"8064",2016,"INDIANA","IN","PORTER",18127,"PRESIDENT","DONALD TRUMP","REPUBLICAN",38832,77190,20191203,"TOTAL",50.3070345899728
"8065",2020,"INDIANA","IN","PORTER",18127,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",45008,86509,20210622,"TOTAL",52.0269567328255
"8066",2000,"VIRGINIA","VA","PORTSMOUTH",51740,"PRESIDENT","AL GORE","DEMOCRAT",22286,35455,20191203,"TOTAL",62.8571428571429
"8067",2004,"VIRGINIA","VA","PORTSMOUTH",51740,"PRESIDENT","JOHN KERRY","DEMOCRAT",24112,39534,20191203,"TOTAL",60.9905397885364
"8068",2008,"VIRGINIA","VA","PORTSMOUTH",51740,"PRESIDENT","BARACK OBAMA","DEMOCRAT",32327,46665,20191203,"TOTAL",69.2746169506054
"8069",2012,"VIRGINIA","VA","PORTSMOUTH",51740,"PRESIDENT","BARACK OBAMA","DEMOCRAT",32501,45922,20191203,"TOTAL",70.7743565175733
"8070",2016,"VIRGINIA","VA","PORTSMOUTH",51740,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",28497,43265,20191203,"TOTAL",65.8661735814169
"8071",2020,"VIRGINIA","VA","PORTSMOUTH CITY",51740,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",19680,44601,20210622,"ABSENTEE",44.1245711979552
"8072",2000,"INDIANA","IN","POSEY",18129,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6498,11110,20191203,"TOTAL",58.4878487848785
"8073",2004,"INDIANA","IN","POSEY",18129,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",7833,11986,20191203,"TOTAL",65.3512431169698
"8074",2008,"INDIANA","IN","POSEY",18129,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",6804,12771,20191203,"TOTAL",53.276955602537
"8075",2012,"INDIANA","IN","POSEY",18129,"PRESIDENT","MITT ROMNEY","REPUBLICAN",7430,12226,20191203,"TOTAL",60.7721249795518
"8076",2016,"INDIANA","IN","POSEY",18129,"PRESIDENT","DONALD TRUMP","REPUBLICAN",8404,12467,20191203,"TOTAL",67.4099623004733
"8077",2020,"INDIANA","IN","POSEY",18129,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9206,13236,20210622,"TOTAL",69.5527349652463
"8078",2000,"KANSAS","KS","POTTAWATOMIE",20149,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4985,7731,20191203,"TOTAL",64.480662268788
"8079",2004,"KANSAS","KS","POTTAWATOMIE",20149,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6326,8823,20191203,"TOTAL",71.6989686047829
"8080",2008,"KANSAS","KS","POTTAWATOMIE",20149,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",6929,9837,20191203,"TOTAL",70.4381417098709
"8081",2012,"KANSAS","KS","POTTAWATOMIE",20149,"PRESIDENT","MITT ROMNEY","REPUBLICAN",6804,9479,20191203,"TOTAL",71.7797235995358
"8082",2016,"KANSAS","KS","POTTAWATOMIE",20149,"PRESIDENT","DONALD TRUMP","REPUBLICAN",7612,10693,20191203,"TOTAL",71.186757691948
"8083",2020,"KANSAS","KS","POTTAWATOMIE",20149,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9452,13083,20210622,"TOTAL",72.2464266605519
"8084",2000,"IOWA","IA","POTTAWATTAMIE",19155,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",18783,34467,20191203,"TOTAL",54.4956044912525
"8085",2004,"IOWA","IA","POTTAWATTAMIE",19155,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",24558,41820,20191203,"TOTAL",58.7230989956958
"8086",2008,"IOWA","IA","POTTAWATTAMIE",19155,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",21237,42320,20191203,"TOTAL",50.1819470699433
"8087",2012,"IOWA","IA","POTTAWATTAMIE",19155,"PRESIDENT","MITT ROMNEY","REPUBLICAN",21860,42301,20191203,"TOTAL",51.6772653128768
"8088",2016,"IOWA","IA","POTTAWATTAMIE",19155,"PRESIDENT","DONALD TRUMP","REPUBLICAN",24447,42680,20191203,"TOTAL",57.2797563261481
"8089",2020,"IOWA","IA","POTTAWATTAMIE",19155,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",14062,45744,20210622,"ABSENTEE",30.7406435816719
"8090",2000,"SOUTH DAKOTA","SD","POTTER",46107,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1112,1494,20191203,"TOTAL",74.4310575635877
"8091",2004,"TEXAS","TX","POTTER",48375,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",21401,29056,20191203,"TOTAL",73.6543226872247
"8092",2008,"TEXAS","TX","POTTER",48375,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",20761,30013,20191203,"TOTAL",69.1733582114417
"8093",2012,"SOUTH DAKOTA","SD","POTTER",46107,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1029,1381,20191203,"TOTAL",74.5112237509051
"8094",2016,"PENNSYLVANIA","PA","POTTER",42105,"PRESIDENT","DONALD TRUMP","REPUBLICAN",6251,7784,20191203,"TOTAL",80.3057553956834
"8095",2020,"SOUTH DAKOTA","SD","POTTER",46107,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1139,1380,20210622,"TOTAL",82.536231884058
"8096",2000,"MONTANA","MT","POWDER RIVER",30075,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",860,1008,20191203,"TOTAL",85.3174603174603
"8097",2004,"MONTANA","MT","POWDER RIVER",30075,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",856,1029,20191203,"TOTAL",83.1875607385811
"8098",2008,"MONTANA","MT","POWDER RIVER",30075,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",802,1404,20191203,"TOTAL",57.1225071225071
"8099",2012,"MONTANA","MT","POWDER RIVER",30075,"PRESIDENT","MITT ROMNEY","REPUBLICAN",833,1027,20191203,"TOTAL",81.110029211295
"8100",2016,"MONTANA","MT","POWDER RIVER",30075,"PRESIDENT","DONALD TRUMP","REPUBLICAN",884,1053,20191203,"TOTAL",83.9506172839506
"8101",2020,"MONTANA","MT","POWDER RIVER",30075,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",970,1136,20210622,"TOTAL",85.387323943662
"8102",2000,"MONTANA","MT","POWELL",30077,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1971,2832,20191203,"TOTAL",69.5974576271186
"8103",2004,"MONTANA","MT","POWELL",30077,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1993,2830,20191203,"TOTAL",70.4240282685512
"8104",2008,"MONTANA","MT","POWELL",30077,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1683,2940,20191203,"TOTAL",57.2448979591837
"8105",2012,"MONTANA","MT","POWELL",30077,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1806,2776,20191203,"TOTAL",65.0576368876081
"8106",2016,"MONTANA","MT","POWELL",30077,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2029,2794,20191203,"TOTAL",72.6198997852541
"8107",2020,"MONTANA","MT","POWELL",30077,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2355,3179,20210622,"TOTAL",74.0798993394149
"8108",2000,"IDAHO","ID","POWER",16077,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1872,2709,20191203,"TOTAL",69.1029900332226
"8109",2004,"IDAHO","ID","POWER",16077,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2105,2958,20191203,"TOTAL",71.1629479377958
"8110",2008,"IDAHO","ID","POWER",16077,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1754,2842,20191203,"TOTAL",61.7171006333568
"8111",2012,"IDAHO","ID","POWER",16077,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1870,2903,20191203,"TOTAL",64.4161212538753
"8112",2016,"IDAHO","ID","POWER",16077,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1666,2758,20191203,"TOTAL",60.4060913705584
"8113",2020,"IDAHO","ID","POWER",16077,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2116,3074,20210622,"TOTAL",68.8353936239427
"8114",2000,"IOWA","IA","POWESHIEK",19157,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4396,8980,20191203,"TOTAL",48.9532293986637
"8115",2004,"IOWA","IA","POWESHIEK",19157,"PRESIDENT","JOHN KERRY","DEMOCRAT",5043,10091,20191203,"TOTAL",49.9752254484194
"8116",2008,"IOWA","IA","POWESHIEK",19157,"PRESIDENT","BARACK OBAMA","DEMOCRAT",5519,10031,20191203,"TOTAL",55.0194397368159
"8117",2012,"IOWA","IA","POWESHIEK",19157,"PRESIDENT","BARACK OBAMA","DEMOCRAT",5357,9975,20191203,"TOTAL",53.7042606516291
"8118",2016,"IOWA","IA","POWESHIEK",19157,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4946,9833,20191203,"TOTAL",50.3000101698363
"8119",2020,"IOWA","IA","POWESHIEK",19157,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",3489,10140,20210622,"ABSENTEE",34.4082840236686
"8120",2000,"VIRGINIA","VA","POWHATAN",51145,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6820,9711,20191203,"TOTAL",70.2296364946967
"8121",2004,"VIRGINIA","VA","POWHATAN",51145,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8955,12163,20191203,"TOTAL",73.6249280605114
"8122",2008,"VIRGINIA","VA","POWHATAN",51145,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",10088,14456,20191203,"TOTAL",69.7841726618705
"8123",2012,"VIRGINIA","VA","POWHATAN",51145,"PRESIDENT","MITT ROMNEY","REPUBLICAN",11200,15525,20191203,"TOTAL",72.1417069243156
"8124",2016,"VIRGINIA","VA","POWHATAN",51145,"PRESIDENT","DONALD TRUMP","REPUBLICAN",11885,16900,20191203,"TOTAL",70.3254437869822
"8125",2020,"VIRGINIA","VA","POWHATAN",51145,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",7875,19733,20210622,"ELECTION DAY",39.9077687123093
"8126",2000,"MONTANA","MT","PRAIRIE",30079,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",541,746,20191203,"TOTAL",72.5201072386059
"8127",2004,"MONTANA","MT","PRAIRIE",30079,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",546,736,20191203,"TOTAL",74.1847826086957
"8128",2008,"ARKANSAS","AR","PRAIRIE",5117,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",2223,3381,20191203,"TOTAL",65.7497781721384
"8129",2012,"MONTANA","MT","PRAIRIE",30079,"PRESIDENT","MITT ROMNEY","REPUBLICAN",520,703,20191203,"TOTAL",73.9687055476529
"8130",2016,"MONTANA","MT","PRAIRIE",30079,"PRESIDENT","DONALD TRUMP","REPUBLICAN",556,689,20191203,"TOTAL",80.6966618287373
"8131",2020,"MONTANA","MT","PRAIRIE",30079,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",603,744,20210622,"TOTAL",81.0483870967742
"8132",2000,"KANSAS","KS","PRATT",20151,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2885,4416,20191203,"TOTAL",65.330615942029
"8133",2004,"KANSAS","KS","PRATT",20151,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3121,4384,20191203,"TOTAL",71.1906934306569
"8134",2008,"KANSAS","KS","PRATT",20151,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",2822,4190,20191203,"TOTAL",67.3508353221957
"8135",2012,"KANSAS","KS","PRATT",20151,"PRESIDENT","MITT ROMNEY","REPUBLICAN",2771,3801,20191203,"TOTAL",72.9018679294922
"8136",2016,"KANSAS","KS","PRATT",20151,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2838,3842,20191203,"TOTAL",73.8677771993753
"8137",2020,"KANSAS","KS","PRATT",20151,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3108,4137,20210622,"TOTAL",75.1269035532995
"8138",2000,"OHIO","OH","PREBLE",39135,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",11176,18166,20191203,"TOTAL",61.5215237256413
"8139",2004,"OHIO","OH","PREBLE",39135,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",13733,21126,20191203,"TOTAL",65.0052068541134
"8140",2008,"OHIO","OH","PREBLE",39135,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",13562,21002,20191203,"TOTAL",64.5748023997714
"8141",2012,"OHIO","OH","PREBLE",39135,"PRESIDENT","MITT ROMNEY","REPUBLICAN",13535,20169,20191203,"TOTAL",67.1079379245377
"8142",2016,"OHIO","OH","PREBLE",39135,"PRESIDENT","DONALD TRUMP","REPUBLICAN",15446,20565,20191203,"TOTAL",75.1081935327012
"8143",2020,"OHIO","OH","PREBLE",39135,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",17022,21809,20210622,"TOTAL",78.0503461873539
"8144",2000,"MISSISSIPPI","MS","PRENTISS",28117,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5101,8482,20191203,"TOTAL",60.1391181325159
"8145",2004,"MISSISSIPPI","MS","PRENTISS",28117,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6503,9876,20191203,"TOTAL",65.8464965573107
"8146",2008,"MISSISSIPPI","MS","PRENTISS",28117,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",7703,10795,20191203,"TOTAL",71.3571097730431
"8147",2012,"MISSISSIPPI","MS","PRENTISS",28117,"PRESIDENT","MITT ROMNEY","REPUBLICAN",7075,10033,20191203,"TOTAL",70.51729293332
"8148",2016,"MISSISSIPPI","MS","PRENTISS",28117,"PRESIDENT","DONALD TRUMP","REPUBLICAN",7648,9872,20191203,"TOTAL",77.4716369529984
"8149",2020,"MISSISSIPPI","MS","PRENTISS",28117,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8370,10644,20210622,"TOTAL",78.6358511837655
"8150",2000,"TEXAS","TX","PRESIDIO",48377,"PRESIDENT","AL GORE","DEMOCRAT",1064,1757,20191203,"TOTAL",60.5577689243028
"8151",2004,"TEXAS","TX","PRESIDIO",48377,"PRESIDENT","JOHN KERRY","DEMOCRAT",1159,1890,20191203,"TOTAL",61.3227513227513
"8152",2008,"TEXAS","TX","PRESIDIO",48377,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1252,1757,20191203,"TOTAL",71.2578258394991
"8153",2012,"TEXAS","TX","PRESIDIO",48377,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1282,1817,20191203,"TOTAL",70.5558613098514
"8154",2016,"TEXAS","TX","PRESIDIO",48377,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",1458,2208,20191203,"TOTAL",66.0326086956522
"8155",2020,"TEXAS","TX","PRESIDIO",48377,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",1463,2217,20210622,"TOTAL",65.9900766801985
"8156",2000,"MICHIGAN","MI","PRESQUE ISLE",26141,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3660,7080,20191203,"TOTAL",51.6949152542373
"8157",2004,"MICHIGAN","MI","PRESQUE ISLE",26141,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3982,7516,20191203,"TOTAL",52.980308674827
"8158",2008,"MICHIGAN","MI","PRESQUE ISLE",26141,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3722,7505,20191203,"TOTAL",49.5936042638241
"8159",2012,"MICHIGAN","MI","PRESQUE ISLE",26141,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3794,7080,20191203,"TOTAL",53.5875706214689
"8160",2016,"MICHIGAN","MI","PRESQUE ISLE",26141,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4488,7218,20191203,"TOTAL",62.1778886118038
"8161",2020,"MICHIGAN","MI","PRESQUE ISLE",26141,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5342,8344,20210622,"TOTAL",64.0220517737296
"8162",2000,"WEST VIRGINIA","WV","PRESTON",54077,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6607,10439,20191203,"TOTAL",63.2915030175304
"8163",2004,"WEST VIRGINIA","WV","PRESTON",54077,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",7855,11929,20191203,"TOTAL",65.8479336071758
"8164",2008,"WEST VIRGINIA","WV","PRESTON",54077,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",7325,11796,20191203,"TOTAL",62.0973211258054
"8165",2012,"WEST VIRGINIA","WV","PRESTON",54077,"PRESIDENT","MITT ROMNEY","REPUBLICAN",7889,11155,20191203,"TOTAL",70.7216494845361
"8166",2016,"WEST VIRGINIA","WV","PRESTON",54077,"PRESIDENT","DONALD TRUMP","REPUBLICAN",9538,12659,20191203,"TOTAL",75.345603918161
"8167",2020,"WEST VIRGINIA","WV","PRESTON",54077,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",11190,14572,20210622,"TOTAL",76.7911062311282
"8168",2000,"WISCONSIN","WI","PRICE",55099,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4136,7930,20191203,"TOTAL",52.156368221942
"8169",2004,"WISCONSIN","WI","PRICE",55099,"PRESIDENT","JOHN KERRY","DEMOCRAT",4349,8763,20191203,"TOTAL",49.6291224466507
"8170",2008,"WISCONSIN","WI","PRICE",55099,"PRESIDENT","BARACK OBAMA","DEMOCRAT",4559,8194,20191203,"TOTAL",55.6382719062729
"8171",2012,"WISCONSIN","WI","PRICE",55099,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3887,7901,20191203,"TOTAL",49.1963042652829
"8172",2016,"WISCONSIN","WI","PRICE",55099,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4562,7577,20191203,"TOTAL",60.2085258017685
"8173",2020,"WISCONSIN","WI","PRICE",55099,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",5394,8546,20210622,"TOTAL",63.1172478352446
"8174",2000,"VIRGINIA","VA","PRINCE EDWARD",51147,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3214,6363,20191203,"TOTAL",50.5107653622505
"8175",2004,"VIRGINIA","VA","PRINCE EDWARD",51147,"PRESIDENT","JOHN KERRY","DEMOCRAT",3632,7316,20191203,"TOTAL",49.6446145434664
"8176",2008,"VIRGINIA","VA","PRINCE EDWARD",51147,"PRESIDENT","BARACK OBAMA","DEMOCRAT",5101,9388,20191203,"TOTAL",54.3353216872603
"8177",2012,"VIRGINIA","VA","PRINCE EDWARD",51147,"PRESIDENT","BARACK OBAMA","DEMOCRAT",5132,9239,20191203,"TOTAL",55.5471371360537
"8178",2016,"VIRGINIA","VA","PRINCE EDWARD",51147,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",4591,9143,20191203,"TOTAL",50.2132779175325
"8179",2020,"VIRGINIA","VA","PRINCE EDWARD",51147,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",3048,9575,20210622,"ABSENTEE",31.8328981723238
"8180",2000,"VIRGINIA","VA","PRINCE GEORGE",51149,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6579,10900,20191203,"TOTAL",60.3577981651376
"8181",2004,"VIRGINIA","VA","PRINCE GEORGE",51149,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8131,13254,20191203,"TOTAL",61.3475177304965
"8182",2008,"VIRGINIA","VA","PRINCE GEORGE",51149,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",8752,16006,20191203,"TOTAL",54.679495189304
"8183",2012,"VIRGINIA","VA","PRINCE GEORGE",51149,"PRESIDENT","MITT ROMNEY","REPUBLICAN",8879,16046,20191203,"TOTAL",55.3346628443226
"8184",2016,"VIRGINIA","VA","PRINCE GEORGE",51149,"PRESIDENT","DONALD TRUMP","REPUBLICAN",9157,16184,20191203,"TOTAL",56.5805734058329
"8185",2020,"VIRGINIA","VA","PRINCE GEORGE",51149,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",5101,17439,20210622,"ABSENTEE",29.2505304203223
"8186",2000,"MARYLAND","MD","PRINCE GEORGE'S",24033,"PRESIDENT","AL GORE","DEMOCRAT",216119,271909,20191203,"TOTAL",79.4821061458061
"8187",2004,"MARYLAND","MD","PRINCE GEORGE'S",24033,"PRESIDENT","JOHN KERRY","DEMOCRAT",260532,318474,20191203,"TOTAL",81.8063640987961
"8188",2008,"MARYLAND","MD","PRINCE GEORGE'S",24033,"PRESIDENT","BARACK OBAMA","DEMOCRAT",332396,374026,20191203,"TOTAL",88.8697577173779
"8189",2012,"MARYLAND","MD","PRINCE GEORGE'S",24033,"PRESIDENT","BARACK OBAMA","DEMOCRAT",347938,387744,20191203,"TOTAL",89.7339481719898
"8190",2016,"MARYLAND","MD","PRINCE GEORGE'S",24033,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",344049,390385,20191203,"TOTAL",88.1306914968557
"8191",2020,"MARYLAND","MD","PRINCE GEORGE'S",24033,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",168777,424855,20210622,"ABSENTEE",39.7257887985313
"8192",2000,"VIRGINIA","VA","PRINCE WILLIAM",51153,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",52788,100511,20191203,"TOTAL",52.5196247176926
"8193",2004,"VIRGINIA","VA","PRINCE WILLIAM",51153,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",69776,132063,20191203,"TOTAL",52.8353891703202
"8194",2008,"VIRGINIA","VA","PRINCE WILLIAM",51153,"PRESIDENT","BARACK OBAMA","DEMOCRAT",93435,162446,20191203,"TOTAL",57.5175750711005
"8195",2012,"VIRGINIA","VA","PRINCE WILLIAM",51153,"PRESIDENT","BARACK OBAMA","DEMOCRAT",103331,180195,20191203,"TOTAL",57.3439884569494
"8196",2016,"VIRGINIA","VA","PRINCE WILLIAM",51153,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",113144,196538,20191203,"TOTAL",57.5685109240961
"8197",2020,"VIRGINIA","VA","PRINCE WILLIAM",51153,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",114350,228267,20210622,"ABSENTEE",50.09484507178
"8198",2000,"RHODE ISLAND","RI","PROVIDENCE",44007,"PRESIDENT","AL GORE","DEMOCRAT",142469,218308,20191203,"TOTAL",65.2605493156458
"8199",2004,"RHODE ISLAND","RI","PROVIDENCE",44007,"PRESIDENT","JOHN KERRY","DEMOCRAT",144811,230947,20191203,"TOTAL",62.7031310214032
"8200",2008,"RHODE ISLAND","RI","PROVIDENCE",44007,"PRESIDENT","BARACK OBAMA","DEMOCRAT",167442,253630,20191203,"TOTAL",66.0182155107834
"8201",2012,"RHODE ISLAND","RI","PROVIDENCE",44007,"PRESIDENT","BARACK OBAMA","DEMOCRAT",159520,239789,20191203,"TOTAL",66.5251533639992
"8202",2016,"RHODE ISLAND","RI","PROVIDENCE",44007,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",142899,248474,20191203,"TOTAL",57.5106449769392
"8203",2020,"RHODE ISLAND","RI","PROVIDENCE",44007,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",165012,272667,20210622,"TOTAL",60.5177744281486
"8204",2000,"COLORADO","CO","PROWERS",8099,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3026,4524,20191203,"TOTAL",66.8877099911583
"8205",2004,"COLORADO","CO","PROWERS",8099,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3392,4745,20191203,"TOTAL",71.4857744994731
"8206",2008,"COLORADO","CO","PROWERS",8099,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3043,4615,20191203,"TOTAL",65.9371614301192
"8207",2012,"COLORADO","CO","PROWERS",8099,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3230,4863,20191203,"TOTAL",66.4199054081842
"8208",2016,"COLORADO","CO","PROWERS",8099,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3531,5016,20191203,"TOTAL",70.3947368421053
"8209",2020,"COLORADO","CO","PROWERS",8099,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4008,5561,20210622,"TOTAL",72.0733680992627
"8210",2000,"COLORADO","CO","PUEBLO",8101,"PRESIDENT","AL GORE","DEMOCRAT",28888,53946,20191203,"TOTAL",53.5498461424387
