"","year","state","state_po","county_name","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode","party_participation"
"4425",2000,"SOUTH CAROLINA","SC","HAMPTON",45049,"PRESIDENT","AL GORE","DEMOCRAT",4896,7759,20191203,"TOTAL",63.1009150663745
"4426",2004,"SOUTH CAROLINA","SC","HAMPTON",45049,"PRESIDENT","JOHN KERRY","DEMOCRAT",4832,8016,20191203,"TOTAL",60.2794411177645
"4427",2008,"VIRGINIA","VA","HAMPTON",51650,"PRESIDENT","BARACK OBAMA","DEMOCRAT",46917,67943,20191203,"TOTAL",69.0534712921125
"4428",2012,"VIRGINIA","VA","HAMPTON",51650,"PRESIDENT","BARACK OBAMA","DEMOCRAT",46966,66490,20191203,"TOTAL",70.6361858926154
"4429",2016,"VIRGINIA","VA","HAMPTON",51650,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",41312,62356,20191203,"TOTAL",66.25184424915
"4430",2020,"SOUTH CAROLINA","SC","HAMPTON",45049,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2475,9305,20210622,"ELECTION DAY",26.5986029016658
"4431",2020,"VIRGINIA","VA","HAMPTON CITY",51650,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",35251,65957,20210622,"ABSENTEE",53.4454265657929
"4432",2000,"GEORGIA","GA","HANCOCK",13141,"PRESIDENT","AL GORE","DEMOCRAT",2414,3086,20191203,"TOTAL",78.2242384964355
"4433",2004,"GEORGIA","GA","HANCOCK",13141,"PRESIDENT","JOHN KERRY","DEMOCRAT",2715,3550,20191203,"TOTAL",76.4788732394366
"4434",2008,"GEORGIA","GA","HANCOCK",13141,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3535,4344,20191203,"TOTAL",81.3766114180479
"4435",2012,"GEORGIA","GA","HANCOCK",13141,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3308,4088,20191203,"TOTAL",80.9197651663405
"4436",2016,"TENNESSEE","TN","HANCOCK",47067,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1843,2231,20191203,"TOTAL",82.6086956521739
"4437",2020,"TENNESSEE","TN","HANCOCK",47067,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2372,2744,20210622,"TOTAL",86.4431486880466
"4438",2000,"SOUTH DAKOTA","SD","HAND",46059,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1419,2031,20191203,"TOTAL",69.8670605612999
"4439",2004,"SOUTH DAKOTA","SD","HAND",46059,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1482,2187,20191203,"TOTAL",67.7640603566529
"4440",2008,"SOUTH DAKOTA","SD","HAND",46059,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1247,1981,20191203,"TOTAL",62.9480060575467
"4441",2012,"SOUTH DAKOTA","SD","HAND",46059,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1242,1848,20191203,"TOTAL",67.2077922077922
"4442",2016,"SOUTH DAKOTA","SD","HAND",46059,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1391,1818,20191203,"TOTAL",76.5126512651265
"4443",2020,"SOUTH DAKOTA","SD","HAND",46059,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1433,1836,20210622,"TOTAL",78.0501089324619
"4444",2000,"VIRGINIA","VA","HANOVER",51085,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",28614,41585,20191203,"TOTAL",68.8084645905976
"4445",2004,"VIRGINIA","VA","HANOVER",51085,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",35404,49611,20191203,"TOTAL",71.3632057406624
"4446",2008,"VIRGINIA","VA","HANOVER",51085,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",37344,56248,20191203,"TOTAL",66.3916939268952
"4447",2012,"VIRGINIA","VA","HANOVER",51085,"PRESIDENT","MITT ROMNEY","REPUBLICAN",39940,59058,20191203,"TOTAL",67.6284330657997
"4448",2016,"VIRGINIA","VA","HANOVER",51085,"PRESIDENT","DONALD TRUMP","REPUBLICAN",39630,62753,20191203,"TOTAL",63.152359249757
"4449",2020,"VIRGINIA","VA","HANOVER",51085,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",23708,70988,20210622,"ABSENTEE",33.3971938919254
"4450",2000,"TEXAS","TX","HANSFORD",48195,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1874,2088,20191203,"TOTAL",89.7509578544061
"4451",2004,"TEXAS","TX","HANSFORD",48195,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1903,2147,20191203,"TOTAL",88.6353050768514
"4452",2008,"TEXAS","TX","HANSFORD",48195,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1847,2102,20191203,"TOTAL",87.8686964795433
"4453",2012,"TEXAS","TX","HANSFORD",48195,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1788,1962,20191203,"TOTAL",91.131498470948
"4454",2016,"TEXAS","TX","HANSFORD",48195,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1730,1947,20191203,"TOTAL",88.8546481766821
"4455",2020,"TEXAS","TX","HANSFORD",48195,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1849,2047,20210622,"TOTAL",90.3273082559844
"4456",2000,"SOUTH DAKOTA","SD","HANSON",46061,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",944,1421,20191203,"TOTAL",66.4320900774103
"4457",2004,"SOUTH DAKOTA","SD","HANSON",46061,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1379,2150,20191203,"TOTAL",64.1395348837209
"4458",2008,"SOUTH DAKOTA","SD","HANSON",46061,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1426,2414,20191203,"TOTAL",59.0720795360398
"4459",2012,"SOUTH DAKOTA","SD","HANSON",46061,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1627,2416,20191203,"TOTAL",67.3427152317881
"4460",2016,"SOUTH DAKOTA","SD","HANSON",46061,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1497,2006,20191203,"TOTAL",74.6261216350947
"4461",2020,"SOUTH DAKOTA","SD","HANSON",46061,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1793,2388,20210622,"TOTAL",75.0837520938023
"4462",2000,"GEORGIA","GA","HARALSON",13143,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5153,8167,20191203,"TOTAL",63.0953838618832
"4463",2004,"GEORGIA","GA","HARALSON",13143,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",7703,10193,20191203,"TOTAL",75.5714706170902
"4464",2008,"GEORGIA","GA","HARALSON",13143,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",8658,11097,20191203,"TOTAL",78.0210867802109
"4465",2012,"GEORGIA","GA","HARALSON",13143,"PRESIDENT","MITT ROMNEY","REPUBLICAN",8446,10376,20191203,"TOTAL",81.3993831919815
"4466",2016,"GEORGIA","GA","HARALSON",13143,"PRESIDENT","DONALD TRUMP","REPUBLICAN",9585,11357,20191203,"TOTAL",84.3972880162015
"4467",2020,"GEORGIA","GA","HARALSON",13143,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6224,14248,20210622,"ADVANCED VOTING",43.6833239752948
"4468",2000,"FLORIDA","FL","HARDEE",12049,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3765,6233,20191203,"TOTAL",60.4042996951709
"4469",2004,"FLORIDA","FL","HARDEE",12049,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5049,7249,20191203,"TOTAL",69.6509863429439
"4470",2008,"FLORIDA","FL","HARDEE",12049,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",4763,7412,20191203,"TOTAL",64.2606583917971
"4471",2012,"FLORIDA","FL","HARDEE",12049,"PRESIDENT","MITT ROMNEY","REPUBLICAN",4696,7226,20191203,"TOTAL",64.9875449764738
"4472",2016,"FLORIDA","FL","HARDEE",12049,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5242,7583,20191203,"TOTAL",69.1283133324542
"4473",2020,"FLORIDA","FL","HARDEE",12049,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6122,8485,20210622,"TOTAL",72.1508544490277
"4474",2000,"TEXAS","TX","HARDEMAN",48197,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",976,1557,20191203,"TOTAL",62.684649967887
"4475",2004,"TEXAS","TX","HARDEMAN",48197,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1214,1702,20191203,"TOTAL",71.3278495887191
"4476",2008,"TEXAS","TX","HARDEMAN",48197,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1199,1595,20191203,"TOTAL",75.1724137931034
"4477",2012,"TEXAS","TX","HARDEMAN",48197,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1176,1495,20191203,"TOTAL",78.6622073578595
"4478",2016,"TEXAS","TX","HARDEMAN",48197,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1207,1513,20191203,"TOTAL",79.7752808988764
"4479",2020,"TEXAS","TX","HARDEMAN",48197,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1330,1580,20210622,"TOTAL",84.1772151898734
"4480",2000,"TEXAS","TX","HARDIN",48199,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",11962,17836,20191203,"TOTAL",67.0666068625252
"4481",2004,"TEXAS","TX","HARDIN",48199,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",15030,20710,20191203,"TOTAL",72.5736359246741
"4482",2008,"TEXAS","TX","HARDIN",48199,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",16603,20702,20191203,"TOTAL",80.1999806781953
"4483",2012,"TEXAS","TX","HARDIN",48199,"PRESIDENT","MITT ROMNEY","REPUBLICAN",17746,21297,20191203,"TOTAL",83.3262900878058
"4484",2016,"TEXAS","TX","HARDIN",48199,"PRESIDENT","DONALD TRUMP","REPUBLICAN",19606,22780,20191203,"TOTAL",86.0667251975417
"4485",2020,"TEXAS","TX","HARDIN",48199,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",23858,27635,20210622,"TOTAL",86.3325493034196
"4486",2000,"SOUTH DAKOTA","SD","HARDING",46063,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",650,731,20191203,"TOTAL",88.9192886456908
"4487",2004,"SOUTH DAKOTA","SD","HARDING",46063,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",704,815,20191203,"TOTAL",86.3803680981595
"4488",2008,"SOUTH DAKOTA","SD","HARDING",46063,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",575,722,20191203,"TOTAL",79.6398891966759
"4489",2012,"SOUTH DAKOTA","SD","HARDING",46063,"PRESIDENT","MITT ROMNEY","REPUBLICAN",638,739,20191203,"TOTAL",86.3328822733424
"4490",2016,"SOUTH DAKOTA","SD","HARDING",46063,"PRESIDENT","DONALD TRUMP","REPUBLICAN",695,770,20191203,"TOTAL",90.2597402597403
"4491",2020,"SOUTH DAKOTA","SD","HARDING",46063,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",748,813,20210622,"TOTAL",92.0049200492005
"4492",2000,"WEST VIRGINIA","WV","HARDY",54031,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2816,4514,20191203,"TOTAL",62.3836951705804
"4493",2004,"WEST VIRGINIA","WV","HARDY",54031,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3635,5276,20191203,"TOTAL",68.8968915845337
"4494",2008,"WEST VIRGINIA","WV","HARDY",54031,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3376,5407,20191203,"TOTAL",62.4375809136305
"4495",2012,"WEST VIRGINIA","WV","HARDY",54031,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3536,5168,20191203,"TOTAL",68.4210526315789
"4496",2016,"WEST VIRGINIA","WV","HARDY",54031,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4274,5643,20191203,"TOTAL",75.7398546872231
"4497",2020,"WEST VIRGINIA","WV","HARDY",54031,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4859,6331,20210622,"TOTAL",76.7493287000474
"4498",2000,"MARYLAND","MD","HARFORD",24025,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",52862,91424,20191203,"TOTAL",57.8207035351768
"4499",2004,"MARYLAND","MD","HARFORD",24025,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",71565,112728,20191203,"TOTAL",63.4846710666383
"4500",2008,"MARYLAND","MD","HARFORD",24025,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",71751,123295,20191203,"TOTAL",58.1945739892129
"4501",2012,"MARYLAND","MD","HARFORD",24025,"PRESIDENT","MITT ROMNEY","REPUBLICAN",72911,125954,20191203,"TOTAL",57.887006367404
"4502",2016,"MARYLAND","MD","HARFORD",24025,"PRESIDENT","DONALD TRUMP","REPUBLICAN",77860,133672,20191203,"TOTAL",58.2470524866838
"4503",2020,"MARYLAND","MD","HARFORD",24025,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",45623,148186,20210622,"EARLY VOTING",30.7876587531886
"4504",2000,"NEBRASKA","NE","HARLAN",31083,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1358,1852,20191203,"TOTAL",73.3261339092873
"4505",2004,"NEBRASKA","NE","HARLAN",31083,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1467,1897,20191203,"TOTAL",77.3326304691618
"4506",2008,"NEBRASKA","NE","HARLAN",31083,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1329,1766,20191203,"TOTAL",75.2548131370328
"4507",2012,"KENTUCKY","KY","HARLAN",21095,"PRESIDENT","MITT ROMNEY","REPUBLICAN",8652,10657,20191203,"TOTAL",81.1860748803603
"4508",2016,"KENTUCKY","KY","HARLAN",21095,"PRESIDENT","DONALD TRUMP","REPUBLICAN",9129,10757,20191203,"TOTAL",84.8656688667844
"4509",2020,"KENTUCKY","KY","HARLAN",21095,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9367,10971,20210622,"ELECTION DAY",85.3796372254125
"4510",2000,"OKLAHOMA","OK","HARMON",40057,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",692,1205,20191203,"TOTAL",57.4273858921162
"4511",2004,"OKLAHOMA","OK","HARMON",40057,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",838,1192,20191203,"TOTAL",70.3020134228188
"4512",2008,"OKLAHOMA","OK","HARMON",40057,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",757,1090,20191203,"TOTAL",69.4495412844037
"4513",2012,"OKLAHOMA","OK","HARMON",40057,"PRESIDENT","MITT ROMNEY","REPUBLICAN",659,923,20191203,"TOTAL",71.397616468039
"4514",2016,"OKLAHOMA","OK","HARMON",40057,"PRESIDENT","DONALD TRUMP","REPUBLICAN",715,977,20191203,"TOTAL",73.1832139201638
"4515",2020,"OKLAHOMA","OK","HARMON",40057,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",530,933,20210622,"ELECTION DAY",56.8060021436227
"4516",2000,"NORTH CAROLINA","NC","HARNETT",37085,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",14762,24167,20191203,"TOTAL",61.083295402822
"4517",2004,"NORTH CAROLINA","NC","HARNETT",37085,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",20922,32571,20191203,"TOTAL",64.2350557244174
"4518",2008,"NORTH CAROLINA","NC","HARNETT",37085,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",23579,40705,20191203,"TOTAL",57.9265446505343
"4519",2012,"NORTH CAROLINA","NC","HARNETT",37085,"PRESIDENT","MITT ROMNEY","REPUBLICAN",25565,43415,20191203,"TOTAL",58.8851779338938
"4520",2016,"NORTH CAROLINA","NC","HARNETT",37085,"PRESIDENT","DONALD TRUMP","REPUBLICAN",27614,46065,20191203,"TOTAL",59.9457288613915
"4521",2020,"NORTH CAROLINA","NC","HARNETT",37085,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",25628,58293,20210622,"ONE STOP",43.9641123290961
"4522",2000,"OREGON","OR","HARNEY",41025,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2799,3734,20191203,"TOTAL",74.9598286020353
"4523",2004,"OREGON","OR","HARNEY",41025,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2815,3702,20191203,"TOTAL",76.0399783900594
"4524",2008,"OREGON","OR","HARNEY",41025,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",2595,3683,20191203,"TOTAL",70.4588650556611
"4525",2012,"OREGON","OR","HARNEY",41025,"PRESIDENT","MITT ROMNEY","REPUBLICAN",2607,3583,20191203,"TOTAL",72.7602567680715
"4526",2016,"OREGON","OR","HARNEY",41025,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2912,3974,20191203,"TOTAL",73.2762959235028
"4527",2020,"OREGON","OR","HARNEY",41025,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3475,4481,20210622,"TOTAL",77.5496540950681
"4528",2000,"OKLAHOMA","OK","HARPER",40059,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1296,1683,20191203,"TOTAL",77.0053475935829
"4529",2004,"OKLAHOMA","OK","HARPER",40059,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1397,1665,20191203,"TOTAL",83.9039039039039
"4530",2008,"OKLAHOMA","OK","HARPER",40059,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1342,1563,20191203,"TOTAL",85.8605246321177
"4531",2012,"OKLAHOMA","OK","HARPER",40059,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1261,1434,20191203,"TOTAL",87.9358437935844
"4532",2016,"OKLAHOMA","OK","HARPER",40059,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1318,1499,20191203,"TOTAL",87.9252835223482
"4533",2020,"KANSAS","KS","HARPER",20077,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2168,2678,20210622,"TOTAL",80.9559372666169
"4534",2000,"GEORGIA","GA","HARRIS",13145,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5554,8562,20191203,"TOTAL",64.868021490306
"4535",2004,"GEORGIA","GA","HARRIS",13145,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8878,12331,20191203,"TOTAL",71.9974049144433
"4536",2008,"GEORGIA","GA","HARRIS",13145,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",10648,14908,20191203,"TOTAL",71.4247383954924
"4537",2012,"GEORGIA","GA","HARRIS",13145,"PRESIDENT","MITT ROMNEY","REPUBLICAN",11197,15488,20191203,"TOTAL",72.2946797520661
"4538",2016,"GEORGIA","GA","HARRIS",13145,"PRESIDENT","DONALD TRUMP","REPUBLICAN",11936,16502,20191203,"TOTAL",72.3306265907163
"4539",2020,"TEXAS","TX","HARRIS",48201,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",918193,1640818,20210622,"TOTAL",55.959466558753
"4540",2000,"MISSOURI","MO","HARRISON",29081,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2552,3991,20191203,"TOTAL",63.9438737158607
"4541",2004,"MISSOURI","MO","HARRISON",29081,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2729,4048,20191203,"TOTAL",67.4160079051383
"4542",2008,"TEXAS","TX","HARRISON",48203,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",17103,26158,20191203,"TOTAL",65.3834391008487
"4543",2012,"MISSOURI","MO","HARRISON",29081,"PRESIDENT","MITT ROMNEY","REPUBLICAN",2624,3695,20191203,"TOTAL",71.0148849797023
"4544",2016,"MISSOURI","MO","HARRISON",29081,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2965,3689,20191203,"TOTAL",80.3740851179181
"4545",2020,"MISSOURI","MO","HARRISON",29081,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3198,3826,20210622,"TOTAL",83.5859905906952
"4546",2000,"VIRGINIA","VA","HARRISONBURG",51660,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5741,9958,20191203,"TOTAL",57.6521389837317
"4547",2004,"VIRGINIA","VA","HARRISONBURG",51660,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6165,11030,20191203,"TOTAL",55.8930190389846
"4548",2008,"VIRGINIA","VA","HARRISONBURG",51660,"PRESIDENT","BARACK OBAMA","DEMOCRAT",8444,14675,20191203,"TOTAL",57.5400340715503
"4549",2012,"VIRGINIA","VA","HARRISONBURG",51660,"PRESIDENT","BARACK OBAMA","DEMOCRAT",8654,15593,20191203,"TOTAL",55.4992624895787
"4550",2016,"VIRGINIA","VA","HARRISONBURG",51660,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",10212,17993,20191203,"TOTAL",56.7554048796754
"4551",2020,"VIRGINIA","VA","HARRISONBURG CITY",51660,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",8254,17093,20210622,"ABSENTEE",48.2887731820043
"4552",2000,"KENTUCKY","KY","HART",21099,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3725,6019,20191203,"TOTAL",61.8873567037714
"4553",2004,"KENTUCKY","KY","HART",21099,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4269,6784,20191203,"TOTAL",62.9274764150943
"4554",2008,"GEORGIA","GA","HART",13147,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",6537,10002,20191203,"TOTAL",65.3569286142771
"4555",2012,"GEORGIA","GA","HART",13147,"PRESIDENT","MITT ROMNEY","REPUBLICAN",6517,9511,20191203,"TOTAL",68.5206602880875
"4556",2016,"KENTUCKY","KY","HART",21099,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5320,7264,20191203,"TOTAL",73.2378854625551
"4557",2020,"KENTUCKY","KY","HART",21099,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6345,8369,20210622,"ELECTION DAY",75.8155096188314
"4558",2000,"CONNECTICUT","CT","HARTFORD",9003,"PRESIDENT","AL GORE","DEMOCRAT",221167,367556,20191203,"TOTAL",60.1723274820708
"4559",2004,"CONNECTICUT","CT","HARTFORD",9003,"PRESIDENT","JOHN KERRY","DEMOCRAT",229902,391808,20191203,"TOTAL",58.6772092453447
"4560",2008,"CONNECTICUT","CT","HARTFORD",9003,"PRESIDENT","BARACK OBAMA","DEMOCRAT",268301,411785,20191203,"TOTAL",65.1556030452785
"4561",2012,"CONNECTICUT","CT","HARTFORD",9003,"PRESIDENT","BARACK OBAMA","DEMOCRAT",244639,392240,20191203,"TOTAL",62.3697226188048
"4562",2016,"CONNECTICUT","CT","HARTFORD",9003,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",240403,406864,20191203,"TOTAL",59.0868201659523
"4563",2020,"CONNECTICUT","CT","HARTFORD",9003,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",283368,449336,20210622,"TOTAL",63.0637206900849
"4564",2000,"TEXAS","TX","HARTLEY",48205,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1645,2031,20191203,"TOTAL",80.9945839487937
"4565",2004,"TEXAS","TX","HARTLEY",48205,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1736,2059,20191203,"TOTAL",84.3127731908694
"4566",2008,"TEXAS","TX","HARTLEY",48205,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1711,1985,20191203,"TOTAL",86.1964735516373
"4567",2012,"TEXAS","TX","HARTLEY",48205,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1708,1913,20191203,"TOTAL",89.2838473601673
"4568",2016,"TEXAS","TX","HARTLEY",48205,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1730,1952,20191203,"TOTAL",88.6270491803279
"4569",2020,"TEXAS","TX","HARTLEY",48205,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1868,2078,20210622,"TOTAL",89.8941289701636
"4570",2000,"KANSAS","KS","HARVEY",20079,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8271,13684,20191203,"TOTAL",60.4428529669687
"4571",2004,"KANSAS","KS","HARVEY",20079,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",9534,15110,20191203,"TOTAL",63.0972865651886
"4572",2008,"KANSAS","KS","HARVEY",20079,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",9006,15613,20191203,"TOTAL",57.682700313841
"4573",2012,"KANSAS","KS","HARVEY",20079,"PRESIDENT","MITT ROMNEY","REPUBLICAN",8588,14294,20191203,"TOTAL",60.0811529312998
"4574",2016,"KANSAS","KS","HARVEY",20079,"PRESIDENT","DONALD TRUMP","REPUBLICAN",8668,14916,20191203,"TOTAL",58.1120943952802
"4575",2020,"KANSAS","KS","HARVEY",20079,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",10182,17309,20210622,"TOTAL",58.8248887861806
"4576",2000,"KANSAS","KS","HASKELL",20081,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1323,1616,20191203,"TOTAL",81.8688118811881
"4577",2004,"KANSAS","KS","HASKELL",20081,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1356,1599,20191203,"TOTAL",84.8030018761726
"4578",2008,"KANSAS","KS","HASKELL",20081,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1277,1570,20191203,"TOTAL",81.3375796178344
"4579",2012,"KANSAS","KS","HASKELL",20081,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1159,1396,20191203,"TOTAL",83.0229226361031
"4580",2016,"TEXAS","TX","HASKELL",48207,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1403,1770,20191203,"TOTAL",79.2655367231638
"4581",2020,"TEXAS","TX","HASKELL",48207,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1840,2214,20210622,"TOTAL",83.1074977416441
"4582",2000,"HAWAII","HI","HAWAII",15001,"PRESIDENT","AL GORE","DEMOCRAT",28670,50860,20191203,"TOTAL",56.3704286276052
"4583",2004,"HAWAII","HI","HAWAII",15001,"PRESIDENT","JOHN KERRY","DEMOCRAT",35116,57702,20191203,"TOTAL",60.8575092717757
"4584",2008,"HAWAII","HI","HAWAII",15001,"PRESIDENT","BARACK OBAMA","DEMOCRAT",50819,66916,20191203,"TOTAL",75.9444676908363
"4585",2012,"HAWAII","HI","HAWAII",15001,"PRESIDENT","BARACK OBAMA","DEMOCRAT",47224,63454,20191203,"TOTAL",74.422416238535
"4586",2016,"HAWAII","HI","HAWAII",15001,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",41259,64867,20191203,"TOTAL",63.6055313179275
"4587",2020,"HAWAII","HI","HAWAII",15001,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",58731,87814,20210622,"TOTAL",66.8811351265174
"4588",2000,"TENNESSEE","TN","HAWKINS",47073,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",10071,17098,20191203,"TOTAL",58.9016259211604
"4589",2004,"TENNESSEE","TN","HAWKINS",47073,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",13445,20230,20191203,"TOTAL",66.46070192783
"4590",2008,"TENNESSEE","TN","HAWKINS",47073,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",14756,21040,20191203,"TOTAL",70.1330798479087
"4591",2012,"TENNESSEE","TN","HAWKINS",47073,"PRESIDENT","MITT ROMNEY","REPUBLICAN",14382,19797,20191203,"TOTAL",72.6473708137597
"4592",2016,"TENNESSEE","TN","HAWKINS",47073,"PRESIDENT","DONALD TRUMP","REPUBLICAN",16648,20774,20191203,"TOTAL",80.1386348320015
"4593",2020,"TENNESSEE","TN","HAWKINS",47073,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",20405,24824,20210622,"TOTAL",82.1986786980342
"4594",2000,"NEBRASKA","NE","HAYES",31085,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",486,571,20191203,"TOTAL",85.1138353765324
